Hydraulic_Pressure(bar),Coolant_Pressure(bar),Air_System_Pressure(bar),Coolant_Temperature,Hydraulic_Oil_Temperature(°C),Spindle_Bearing_Temperature(°C),Spindle_Vibration(µm),Tool_Vibration(µm),Spindle_Speed(RPM),Voltage(volts),Torque(Nm),Cutting(kN)
69.74116379,3.248888034,6.548155322,18.35783951,47.90594039,34.91843704,1.128320159,29.84861444,22176.96001,317.2834594,27.56624691,3.458704645
162.4983927,6.464609529,6.365183126,17.47157424,44.86030038,43.7211834,0.65145871,27.18727158,19704.90892,340.5783234,19.63510449,2.580839611
183.5390123,4.482196342,6.248689385,31.15393699,50.5788422,43.40770489,0.302060684,13.99136557,23252.40248,312.2014079,29.21195186,2.537958556
127.6768609,3.281086237,6.98044389,29.26108693,47.36390838,38.0115142,1.368590114,19.8007616,21494.16552,370.3881881,27.66753217,2.127440264
100.2442229,5.135546137,6.99422072,18.33169949,40.30988774,42.424584,0.716792892,28.74366738,19386.02076,383.4191746,28.24669997,3.635749353
80.81550718,3.717852783,6.6964061,21.9400954,43.97180011,37.05147819,1.409834262,20.41372938,21560.83663,368.1053221,34.90588368,2.240397649
74.23000847,2.748919132,6.317907628,14.56149746,42.91800513,40.79421574,0.74172493,30.83048296,15691.02252,297.6431313,19.71722121,2.815746587
71.29099435,4.006021345,6.116215122,3.527581531,43.64244138,28.01677973,0.887963153,25.10849856,22633.20809,289.4455399,27.10773733,2.571944565
139.977989,4.945285534,6.611051524,17.13461267,53.08963404,37.41123837,0.767213409,30.14857459,24683.75398,390.825312,39.29065961,2.061340295
121.7403531,3.299945182,6.820579665,31.79999714,54.82077333,39.04809051,1.101794188,26.35114422,23065.16806,361.297108,23.59133151,1.411672637
172.2525908,4.422171291,6.524194804,38.59659707,52.63285652,32.26535168,1.317875349,35.84357554,20727.4412,330.8920385,44.28553326,3.026364856
115.5710931,6.27205981,5.967258541,17.01576588,42.75262006,33.67156445,1.169108224,31.32221143,20129.20444,372.4474156,25.06360715,2.984784624
132.725149,4.19214508,6.102716897,-1.073517242,43.68914266,31.22269848,0.906812701,36.87824985,27931.57342,360.0366759,22.15454339,2.729486362
136.9853238,6.963059145,6.609717395,8.578721043,46.07275417,31.63118447,0.409613726,29.43912694,23063.08363,329.5524464,16.94220399,2.616483751
138.4363785,5.449446129,6.509317242,23.52402065,42.79141021,43.25352023,0.62212174,22.01412165,28252.9071,374.0881132,19.43967447,3.198687137
149.7898947,5.725907843,6.880104428,14.20819396,41.67370621,37.63279261,0.836894747,32.83023944,19828.88139,399.8463254,30.04642709,2.834183296
140.436823,4.8869846,6.720566232,19.43783473,47.38855164,31.17599488,1.002019796,19.51665573,19526.35685,312.2965597,19.14617028,2.97597267
50.913958,3.672132205,5.971272076,34.01714356,43.35483367,34.90104549,0.777442748,24.70171219,26725.84061,409.8077002,24.43705875,2.427244934
99.38827627,4.558392702,6.311837779,29.58646931,45.34772894,35.14974054,1.257849479,18.96059192,20104.19255,290.1739952,21.97220642,2.658708944
111.3445344,2.932751744,6.126411765,14.11663719,53.41619086,34.70011455,1.171258595,34.16005865,14536.10096,275.736698,30.95131861,2.397925851
68.8120407,5.453696191,5.979856439,7.933421111,48.62907974,34.96953946,0.770833261,34.50615473,16574.94496,362.6376474,31.76855594,2.657855092
51.38917444,4.895091137,6.607639374,14.1394409,51.36457335,36.61767003,0.80640808,17.78530751,18931.18153,339.3820985,15.42186056,2.527237791
131.4973979,4.806082622,5.986824316,30.07290998,52.4101846,35.56801629,1.222980821,26.77077446,21946.73884,286.3288134,13.38915782,2.693679633
126.2199888,4.27713508,6.423996584,27.42135404,49.10468402,37.37461127,0.391200712,31.94535712,17201.12567,355.9838553,13.86395828,1.939828472
76.53673554,5.029500809,6.245459395,24.38057708,47.94019122,40.61115162,0.898345569,23.54430116,18775.41054,294.8869913,11.14470944,2.377894348
97.01592724,5.350068892,6.145328814,16.91349171,47.00329222,38.37626446,0.928103997,22.70006992,27106.3897,275.7228078,24.87555027,3.248054811
76.71426554,6.218467132,7.058291328,14.93148946,45.84302691,38.15818967,1.25529185,26.5409623,17142.71149,410.3234301,11.6653071,2.864308109
98.60039726,3.234713761,6.600048981,26.97121311,43.4490501,34.83914275,0.951535764,18.67665141,24748.0825,351.7217738,20.20112038,3.685245095
109.1777493,6.255655022,6.665751197,16.8835988,47.31799012,34.42393315,0.918981647,41.35303796,18473.86942,416.7054401,26.88402521,3.136255518
120.8336762,6.009602612,6.615772788,12.20570721,51.80292665,30.19881431,0.943148119,27.97108316,17055.99792,227.3544741,34.73886257,2.621179406
116.9107773,6.237289944,6.47554841,36.09785888,48.27084363,35.21863713,0.888515559,31.57864741,19668.04352,408.8178625,30.41403625,2.677355117
115.1180278,4.914176241,6.546084674,17.30040889,44.93530082,35.77420933,0.566283356,23.963024,24344.03296,364.1763758,30.53703188,2.087772557
61.88932026,5.623769502,6.254214405,18.13397374,44.79379654,28.4360432,1.309823325,29.30675652,23591.37939,333.6569467,26.19336446,1.872538791
76.24454896,6.570208167,6.775333335,20.21653579,42.67054849,35.65816949,1.21560001,26.60655441,19690.39201,414.8705573,19.62849054,2.232849496
45.51860961,6.040036183,6.504823525,12.86501208,50.09378303,35.56820023,0.796375432,11.8726507,21843.97455,357.9506089,21.37778775,2.259049352
98.32458398,4.647458514,6.733893338,4.012990347,46.85622643,33.9140593,1.150565208,24.28091762,22690.19982,377.7159309,19.36484966,2.725703492
72.96852715,4.790938813,6.732347676,11.50563627,48.98088844,26.97562532,1.39527344,26.01920879,22427.91081,383.9356239,22.5667394,2.493509043
123.8404343,4.776781932,6.83165928,14.16896961,42.6368386,38.30479438,0.934490821,27.70090667,18784.47552,368.761862,19.19265658,2.547275148
146.6940062,4.471095584,6.312414582,8.874821332,42.75513017,34.4251901,0.87351721,27.20976381,24391.01721,362.6387244,30.6328986,1.543916998
74.62664632,4.255057643,6.45181999,24.28005813,44.63841138,38.34418416,0.745718678,11.57462743,23479.55021,378.815792,32.10473414,3.295259228
113.1641109,5.826999959,6.311099323,3.911729564,47.87954561,32.60303662,0.566042684,23.01655307,25859.08059,312.269692,27.30098942,2.703582353
70.69296903,5.280484191,6.590006704,18.84387323,51.45189229,38.19103049,0.561818018,31.9067975,18474.18876,355.1742423,14.8945847,3.010109727
100.4728351,5.590173204,6.350016675,12.03020885,54.87318477,36.04828614,1.078468319,27.74587442,31999.47758,343.2989177,23.05194669,2.311847788
58.97219223,5.348571447,6.715004248,15.52641806,46.68552235,37.08611127,0.851130524,19.4119791,17914.42027,322.3788094,31.97488127,2.389337981
99.12450211,4.526109237,5.998111759,17.51190272,53.69759837,40.43983119,1.033104617,26.0491967,17055.68226,375.3320566,32.67750761,3.52680806
45.40536676,4.753861336,6.712375042,14.59084251,45.37742837,33.02581507,0.706909586,11.90623955,18570.71514,406.9083932,16.4639715,2.758980121
144.8576959,6.199201934,6.54684299,13.57167733,42.48819733,34.29801624,1.510498829,25.77629935,17491.05486,396.2093039,32.1189269,2.097432284
124.1583203,5.019326337,5.839057304,29.01773964,45.85696896,32.76467861,1.094341975,29.26557544,14625.08009,315.9866385,26.01468301,2.177017586
136.5165845,5.133834382,6.61187362,22.70818433,46.08396297,40.94532647,0.815962464,18.39561919,29811.89124,357.9449671,31.62283927,2.90201547
111.0761574,5.627657759,6.052419495,12.47994609,47.84648956,38.64751169,1.141180126,26.92160044,21748.86323,302.0426061,29.82249509,3.726469169
104.3225521,5.746409707,6.401812282,14.57454985,47.84653774,32.61836469,0.60453191,31.4598631,16354.63638,415.5521857,15.02846965,3.572328498
77.61054862,5.592815746,6.842149719,27.24268687,41.3488952,31.14548513,1.01536072,24.69784097,20293.52378,360.9735285,32.18513409,3.623118393
140.0197659,4.979717442,6.909019605,17.67380037,44.1940788,40.50222896,0.868943146,35.61085405,15818.95708,250.7722743,34.59963896,3.584706052
73.34768581,4.499985558,6.355724565,12.44754383,40.6929216,41.14574604,0.863476111,30.29185567,24706.3787,364.7964643,25.3337159,2.507558729
86.20305771,5.826220963,6.550486636,15.14850687,52.68149438,34.09264234,1.544636601,28.43157121,20830.36411,382.4292639,22.1123469,4.057512581
140.2509132,5.92143634,6.037320997,12.50492565,51.03812954,33.24147017,0.957040588,30.49192101,23530.36516,414.7952908,22.13223479,1.678456201
105.2130566,5.632009618,6.793979459,11.82542411,41.94801456,33.93653578,1.145313856,32.19259254,17278.44497,343.8135619,25.01001699,3.22998062
225.5244164,3.838465349,6.491768196,11.91936063,50.49912767,44.13516586,1.635924604,34.67543583,22882.03074,321.1439484,30.67746442,3.316908223
108.8796064,6.051240345,7.351658049,22.789318,46.35825726,37.6853453,0.668709653,26.40855651,15438.74873,305.2814817,28.85562163,2.860841829
86.3724711,5.282990568,6.328952931,6.729295588,46.36267577,32.23597972,0.649381041,24.73751542,22631.25752,369.6649985,23.31068176,1.611725506
112.6857994,4.452721597,6.35359555,9.111536457,42.55320908,35.77561008,0.699009058,20.38420599,22731.26514,420.9859417,24.23989799,2.941321853
29.89186456,5.174942381,6.861921739,21.71914013,45.21840052,44.00701443,1.18906713,18.10448413,16390.10287,334.0970627,21.41743015,2.638632512
113.3121223,5.669424227,6.404318748,13.7219519,46.29640865,32.30195583,1.856694738,25.81552901,23193.91211,357.4835117,16.38718035,3.518940635
118.8158554,4.089285524,6.039190609,23.49532586,44.17854529,39.76597919,1.016370315,19.16596724,15635.60321,334.5706643,29.67964035,2.828019701
112.4857685,6.461340648,6.005276727,13.48157199,46.17998221,32.00381997,0.827899148,27.71854939,15913.97635,293.0968385,34.87518848,3.016382375
50.48913138,4.534041584,6.247551043,34.67070867,47.43445014,36.41600819,1.506459582,19.52372329,26400.34491,362.899061,32.01484453,3.127596351
135.0509254,3.541720954,5.943276727,10.59865891,47.52063415,36.30515762,0.71907233,31.84243226,24671.87838,373.7856772,30.35710905,1.726177293
100.9325531,6.082290287,5.979689823,15.60197088,46.27077022,39.12865625,0.815695214,21.57604733,16634.23518,384.9163208,30.18373572,3.482490027
75.06094923,5.283775962,6.839306953,5.505658379,52.6908383,33.78479285,1.553352058,21.00547171,20305.98961,307.7097225,26.80276421,2.85818248
106.6569116,6.565256857,6.304545427,23.79381766,42.90609163,35.00095461,1.449190555,24.31959694,22738.04967,356.4525987,22.50086841,2.894672083
122.7116445,5.800429715,6.291574294,15.55469479,46.30789046,35.26102371,1.475715304,25.156479,15804.93834,373.0767183,12.82976307,3.091029009
86.46021957,6.534649085,6.785332384,6.323085012,37.4211142,33.62996817,0.975018913,26.09293703,28692.5092,401.7420391,21.98797432,2.578104424
150.7105283,6.027396318,6.880714564,20.15835673,55.56848711,37.94963582,1.195879058,18.63069637,20785.13729,280.8223595,11.72631401,2.689744917
78.29607001,5.437337811,6.867877514,28.32460069,49.06307692,31.06968922,1.080670778,21.92536206,25246.96663,387.1873168,25.85921071,2.549899771
132.887729,5.139947093,6.677729345,18.7203827,46.84917686,40.28993511,0.420580664,13.60260847,26935.20081,284.0997976,31.69904385,2.990504283
117.9409375,4.998661842,6.485657941,15.37934974,44.49948151,39.01744847,0.733411225,34.36081463,18262.73961,295.2149817,33.40024107,2.066267018
94.11879966,5.649043708,6.811746297,-7.301691422,49.23218822,32.56473002,1.125871183,25.85099429,20747.1025,381.0340684,30.89804683,2.712020875
68.32037601,4.016959006,7.343086668,21.6783437,45.733982,31.79185862,1.228659276,37.7561788,17104.04224,444.1212815,10.86149514,3.246634047
91.37163733,4.780974432,6.675390953,18.65170725,42.37934097,33.1710241,1.712000438,18.54380719,16073.98201,375.2598884,32.98428986,2.812708251
35.78242628,5.085008153,6.353716648,13.03931635,44.62225717,35.33988028,1.534704548,28.22537067,13338.51108,363.8360643,26.1347196,2.824238498
138.4885316,5.407431863,6.482267879,6.446206236,47.8442211,34.94217731,1.285223701,27.72934418,20530.29773,305.6616472,24.44870713,3.025903584
138.4038775,5.511341229,7.074134059,12.98371714,41.22827541,38.18731679,1.595508924,27.75441793,14460.83741,264.030054,20.11479456,2.108617004
65.22855211,4.456181668,7.072741779,17.71245258,39.50584484,36.57156236,0.95844315,24.53939838,26255.9083,370.1542542,23.69232884,3.384661109
124.3669199,5.417197159,6.224102156,29.09636322,44.04176791,28.96261571,1.33731511,13.73216535,18670.11776,381.8547299,19.54257104,2.695690444
120.1704634,4.72948985,7.014642147,24.17640106,53.93419362,33.67336528,1.501497926,23.65424727,21640.04482,396.4383236,28.45948695,2.152426121
141.307644,6.601290639,7.075656561,29.9709524,48.27401704,34.22298549,1.081132254,29.26360299,15937.89031,300.2055218,14.59315716,3.180581613
76.03286302,5.067598411,7.244686222,30.38512901,39.49669427,35.38780041,1.211316577,33.15290804,12017.48714,395.6283601,21.00904978,2.739194533
83.94057061,3.229922388,5.997128478,21.32068601,45.95797756,37.90604392,0.684849028,35.89075473,20268.88443,298.0181966,33.11828485,2.54642385
123.4176861,6.275043866,6.485190321,21.25044345,45.20002823,31.81601187,1.219445349,26.80494074,16432.34944,339.3777983,31.30795397,3.087592369
57.55245453,3.001946258,6.255936195,12.88496752,54.24746415,33.62077964,0.547661298,10.75909608,16588.05497,340.3601676,27.31988472,3.291378856
92.09026993,4.402271796,6.362588048,-0.393462331,44.17965254,34.62550842,1.133696256,26.75299476,16198.46559,299.5165159,36.31346142,3.275542971
86.04980587,5.671590061,6.575218551,7.458338872,48.96764037,31.54134377,1.712539256,19.52502904,19852.22404,334.2961656,35.54536693,2.14595215
127.4597127,5.437379834,7.035206218,6.186282126,50.46818157,30.02454907,1.449610892,22.50700771,21124.57979,339.3585999,20.88795829,2.48681311
92.02181455,4.309550414,6.686361163,33.07478612,42.83146139,33.78155436,0.994568309,21.41539965,20879.2509,328.4405529,29.94598051,2.413234278
105.6784545,5.405557679,6.467974179,13.78183732,44.68958498,33.43224885,1.229975455,19.67762348,19676.7761,255.2159405,27.6402581,2.372262431
136.3996342,6.962832826,5.739475682,23.15791236,46.86822977,39.40149295,1.216642901,27.1137017,23995.04628,372.4520249,27.02725168,3.195224107
118.3915748,4.889094991,5.952270481,23.17758034,45.03001959,33.50866425,1.483587224,15.62806918,16071.89983,414.2658128,32.59688099,2.949148121
98.19104117,5.001716911,6.388205979,40.34211447,45.84945904,40.39046901,0.926212642,15.92781027,12727.31993,289.237935,33.37347844,3.03420662
66.33483935,5.141398137,5.807754812,22.19884317,54.62227303,35.46699877,1.266236423,27.32594977,17096.0825,324.8616254,31.85384918,3.74635633
106.9319497,5.424165821,6.901847416,8.479128648,51.58777017,41.19636955,1.420709429,27.82694164,19644.90912,258.3423983,37.7700178,2.260555247
103.6925597,3.073608124,6.027219345,12.16906822,46.98242989,35.21021414,0.936955957,21.13539815,23942.22862,335.7170206,25.37001916,3.051556664
145.0625259,3.48515237,6.137899209,28.59542184,50.64735732,29.52537924,0.88380953,31.89282029,21892.93439,285.2160357,21.44292737,3.642496339
106.6168404,4.297137172,6.538672665,14.97560456,45.87933017,36.292151,1.077111843,20.31413142,17764.213,261.7321372,24.03166812,2.864789769
126.2283696,4.798587073,6.563839303,27.86763953,41.9616588,33.23037983,0.612213968,15.04678415,19016.2571,343.6587482,13.79333354,2.984169258
117.2992641,3.998385283,7.169193491,10.35473051,47.44994834,40.88166285,1.27683907,25.20165147,24193.71036,410.792444,28.08463508,2.821358161
52.48642346,3.935989332,6.607918059,20.34249638,49.78748637,31.84951445,1.345797355,18.61039135,19896.53406,361.7285871,25.0310291,2.57179563
131.7649104,5.737213124,6.411298771,1.24544236,47.86091512,33.32773516,1.280006121,24.11506781,16455.24479,455.4513804,24.23677037,3.435665685
95.52574714,5.585866139,6.586546282,7.628137371,42.44009826,37.19874418,1.062703394,27.38859072,16623.08793,405.0797523,24.74008579,2.454516531
80.3948633,6.663558588,6.885158336,15.68148628,41.35185439,32.05531395,1.145974692,30.30510584,21520.81887,416.1938064,23.94689635,2.233804883
103.5478024,5.180390256,6.688639378,27.6968836,49.52239961,32.8379575,0.75388401,35.5535898,21848.12228,292.4395474,30.05845402,2.539107255
113.2279765,4.461998804,6.64733559,12.44898349,51.11328757,36.0030374,1.058662104,21.07375249,16984.02219,304.6658685,15.16969206,3.660014238
108.5641931,4.246163124,6.220549046,15.35076666,48.46104277,38.6290968,0.501975493,16.93486163,20382.53453,351.290993,24.83310399,3.229814241
96.47931338,5.735270559,7.112624164,12.10923143,49.82292685,39.5227668,1.215081538,29.34961851,25076.95849,342.3546943,13.00880707,2.684063538
97.07593249,4.927961334,5.718957482,15.55159003,46.03446282,36.4999361,0.723652886,33.32781354,16124.97912,379.3773159,22.93296809,3.378318021
146.5284028,4.40670708,6.410803485,22.34239835,48.65307178,31.50003276,0.578485075,32.14288957,23047.51105,389.1979647,29.19499051,3.148326271
93.72759023,5.536074467,7.00603223,21.76254575,49.13639145,35.50382077,1.58169279,27.15580612,18874.70452,429.1395662,19.32713709,2.998888367
100.3770088,5.685319446,6.492135844,31.35668164,53.99959137,37.81284975,1.328239751,24.3694652,19857.43347,326.6246017,11.22580929,2.672194612
151.1510449,3.586273752,5.967746372,19.65532319,45.65488378,32.84153843,0.785541233,28.83485273,19253.85796,258.4188212,27.22180574,1.74335587
99.6732017,5.761327666,6.364859881,18.75997003,49.69757375,23.6349429,0.835052455,27.97036749,17358.42791,389.7070411,21.20936553,1.985385859
67.93965511,7.382275242,7.207099633,11.11565906,43.74045983,33.23458651,0.401561588,16.70898507,20227.11287,269.6633192,26.49825091,3.093563416
131.9474072,5.677615347,6.772152508,36.38511371,43.42832323,34.33285874,0.997516138,25.87797914,26267.50064,336.6596567,27.59955838,3.334733046
63.65703869,4.975313272,6.585129443,15.32013098,45.41893592,35.96192127,1.594174245,20.98601302,20218.20016,349.3118705,27.38829537,2.67082367
